anxiety,fear,nervousness,sadness,suffering,shame,insight,saran,validation
2,3,0,2,0,0,"cemas lumayan, rasa takut tinggi, kesedihan lumayan","1. Fokus pada pernapasan Anda: Hirup napas dalam-dalam, tahan beberapa saat, dan hembuskan perlahan. Ulangi beberapa kali.  Ini membantu menenangkan sistem saraf Anda.

2. Cari aktivitas yang menenangkan:  Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku yang Anda sukai.  Pilih sesuatu yang membuat Anda merasa nyaman dan rileks.

3. Hubungi seseorang yang Anda percayai: Berbicara dengan teman, keluarga, atau profesional kesehatan mental dapat membantu Anda memproses emosi Anda dan merasa lebih didukung.","Wah, kedengarannya kamu lagi merasa cemas, takut banget, dan sedih juga ya;  aku mengerti banget kalau lagi menghadapi perasaan-perasaan ini pasti berat sekali."
2,3,0,3,0,0,"cemas lumayan, rasa takut tinggi, kesedihan tinggi","1. Fokus pada pernapasan Anda: Hirup dalam-dalam melalui hidung, tahan sejenak, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Cari aktivitas yang menenangkan: Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku.  Pilih sesuatu yang Anda nikmati dan membuat Anda rileks.

3. Hubungi seseorang yang Anda percayai: Berbicara dengan teman, keluarga, atau profesional kesehatan mental dapat membantu meredakan beban emosional Anda.","Wah, kedengarannya kamu lagi melewati masa-masa yang cukup berat ya, dengan rasa cemas, takut, dan sedih yang begitu kuat; aku benar-benar mengerti dan ada untukmu."
3,1,0,1,0,0,"cemas tinggi, rasa takut sedikit, kesedihan sedikit","1. Fokus pada pernapasan Anda:  Hirup dalam-dalam melalui hidung, tahan sebentar, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Cari sesuatu yang menenangkan: Dengarkan musik yang menenangkan, minum teh hangat, atau lakukan kegiatan yang Anda nikmati.

3.  Gerakkan tubuh Anda:  Jalan-jalan singkat, peregangan ringan, atau olahraga lembut dapat membantu mengurangi kecemasan.","Duh, kayaknya kamu lagi merasa cemas banget ya, sedikit takut dan sedih juga?  Aku ngerti banget kalau lagi ngalamin itu pasti berat."
3,1,0,2,0,0,"cemas tinggi, rasa takut sedikit, kesedihan lumayan","1. Cobalah teknik pernapasan dalam: Hirup perlahan melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini: Misalnya, apa yang bisa Anda lihat, dengar, atau raba di sekitar Anda?

3. Lakukan aktivitas yang menenangkan: Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku yang Anda sukai.","Wah, kamu lagi merasa cemas banget ya, ditambah sedikit takut dan sedih juga?  Aku ngerti banget kalau lagi kayak gini rasanya berat sekali."
3,1,0,3,0,0,"cemas tinggi, rasa takut sedikit, kesedihan tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Alihkan perhatian Anda dengan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Ingatlah bahwa perasaan ini bersifat sementara.  Bersikaplah lembut pada diri sendiri dan izinkan diri Anda untuk merasakan emosi ini tanpa menghakimi.","Duh, aku ngerti banget kamu lagi merasa cemas banget dan sedih, ditambah sedikit rasa takut;  pasti lagi berat banget ya, kamu nggak sendirian kok."
3,2,0,1,0,0,"cemas tinggi, rasa takut lumayan, kesedihan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang bisa Anda kendalikan saat ini, seperti pernapasan Anda atau aktivitas sederhana seperti minum air.

3.  Cari aktivitas yang menenangkan Anda, misalnya mendengarkan musik yang menenangkan, mandi air hangat, atau berjalan-jalan singkat di alam.","Duh, kamu kayaknya lagi merasa cemas banget ya, ditambah rasa takut dan sedikit sedih;  nggak apa-apa kok merasa seperti ini,  aku ngerti banget kalau lagi menghadapi situasi yang berat."
3,2,0,2,0,0,"cemas tinggi, rasa takut lumayan, kesedihan lumayan","1. Fokus pada pernapasan Anda: Hirup napas dalam-dalam, tahan sebentar, dan hembuskan perlahan. Ulangi beberapa kali.

2.  Cari aktivitas yang menenangkan:  Dengarkan musik yang menenangkan, mandi air hangat, atau lakukan peregangan ringan.

3.  Hubungi seseorang yang Anda percaya: Bicarakan perasaan Anda dengan teman, keluarga, atau profesional kesehatan mental.","Duh, kamu lagi merasa cemas banget, agak takut, dan sedih ya?  Aku ngerti banget kalau lagi menghadapi perasaan-perasaan kayak gitu itu berat banget."
3,2,0,3,0,0,"cemas tinggi, rasa takut lumayan, kesedihan tinggi","1. Fokus pada pernapasan Anda:  Hirup napas dalam-dalam melalui hidung, tahan sebentar, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Cari kegiatan menenangkan yang sederhana:  Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku.

3. Hubungi orang yang Anda percaya:  Berbagi perasaan Anda dapat membantu meringankan beban emosional.","Duh, kamu lagi merasa cemas banget, takut, dan sedih ya?  Aku ngerti banget,  pasti lagi berat banget  rasanya."
3,3,0,1,0,0,"cemas tinggi, rasa takut tinggi, kesedihan sedikit","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Fokus pada sesuatu yang Anda lihat, dengar, dan rasakan di sekitar Anda saat ini.  Ini membantu ""mengangkar"" pikiran yang cemas.

3.  Minum air putih dan lakukan gerakan peregangan ringan untuk merilekskan tubuh.","Wah, kamu lagi merasa cemas dan takut banget ya, meskipun sedikit sedih?  Aku ngerti banget kalau keadaan seperti ini berat banget dilalui."
3,3,0,2,0,0,"cemas tinggi, rasa takut tinggi, kesedihan lumayan","1. Fokus pada pernapasan Anda: Hirup napas dalam-dalam, tahan beberapa saat, dan hembuskan perlahan. Ulangi beberapa kali.

2. Cari aktivitas menenangkan: Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku yang Anda sukai.

3. Hubungi orang terdekat: Berbicara dengan seseorang yang Anda percaya dapat membantu meredakan perasaan cemas.","Duh, kamu lagi merasa cemas dan takut banget, ditambah lagi sedihnya lumayan ya?  Aku ngerti banget kalau lagi merasa seperti ini pasti berat banget."
3,3,0,3,0,0,"cemas tinggi, rasa takut tinggi, kesedihan tinggi","1. Fokus pada napas Anda: Hirup dalam-dalam melalui hidung, tahan sebentar, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Cari lingkungan yang aman dan nyaman:  Cari tempat tenang di mana Anda merasa aman dan terlindungi.  

3. Hubungi seseorang yang Anda percayai: Bicarakan perasaan Anda dengan orang yang Anda percayai, atau hubungi layanan bantuan krisis jika diperlukan.","Duh, kamu lagi merasa cemas, takut, dan sedih banget ya?  Aku ngerti banget kalau lagi  berada di kondisi seperti ini pasti berat sekali."
1,1,0,0,1,0,"cemas sedikit, rasa takut sedikit, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percayai untuk berbagi perasaan Anda.","Kayaknya kamu lagi ngerasain sedikit cemas, takut, dan nggak nyaman ya?  Aku ngerti banget kalau lagi kayak gini rasanya berat."
1,1,0,0,2,0,"cemas sedikit, rasa takut sedikit, penderitaan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percaya untuk berbagi perasaan Anda atau cari dukungan dari profesional kesehatan mental jika dibutuhkan.","Aku ngerti banget kamu lagi merasa sedikit cemas dan takut, ditambah lagi beban penderitaan yang lumayan berat;  wajar kok kalau kamu merasa seperti itu."
1,1,0,0,3,0,"cemas sedikit, rasa takut sedikit, penderitaan tinggi","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau sesuatu yang bisa Anda lihat dan sentuh.

3.  Ingatkan diri Anda bahwa perasaan ini bersifat sementara dan akan berlalu.  Anda kuat dan mampu melewati ini.","Duh, kayaknya kamu lagi banyak beban ya,  merasakan cemas dan takut, sampai merasa sangat terbebani;  aku mengerti banget kalau sedang seperti ini rasanya berat sekali."
1,2,0,0,1,0,"cemas sedikit, rasa takut lumayan, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau aktivitas yang sedang Anda lakukan.

3.  Cari aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau berjalan-jalan di alam.","Wah, kamu lagi merasa sedikit cemas dan agak takut ya,  aku mengerti kok kalau lagi merasa terbebani seperti itu."
1,2,0,0,2,0,"cemas sedikit, rasa takut lumayan, penderitaan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, misalnya, mengatur postur tubuh Anda agar rileks atau minum segelas air.

3.  Cari aktivitas yang menenangkan Anda, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Aku ngerti banget kamu lagi merasa cemas dan takut, ditambah lagi lagi merasa sedih;  itu wajar kok,  pasti lagi menghadapi hal yang berat."
1,2,0,0,3,0,"cemas sedikit, rasa takut lumayan, penderitaan tinggi","1. Fokus pada pernapasan Anda: Hirup dalam-dalam melalui hidung, tahan sebentar, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan: Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku.

3. Hubungi orang yang Anda percaya: Berbicara tentang perasaan Anda dapat membantu meringankan beban.","Duh, kamu lagi merasa cemas, takut, dan lagi banyak beban ya?  Aku ngerti banget kalau lagi begini rasanya berat sekali."
1,3,0,0,1,0,"cemas sedikit, rasa takut tinggi, penderitaan sedikit","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau sesuatu yang Anda lihat di sekitar Anda.

3.  Ingat bahwa perasaan ini sementara.  Biarkan perasaan tersebut datang dan pergi tanpa melawannya.","Kayaknya kamu lagi ngerasain kecemasan dan takut yang cukup kuat ya,  nggak apa-apa kok merasa begitu,  pasti ada hal yang cukup berat sedang kamu hadapi."
1,3,0,0,2,0,"cemas sedikit, rasa takut tinggi, penderitaan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini, seperti pernapasan Anda atau aktivitas sederhana yang dapat Anda lakukan.

3.  Hubungi orang terdekat yang Anda percaya atau profesional kesehatan mental jika rasa cemas Anda semakin meningkat.","Aku ngerti banget kamu lagi merasa cemas dan takut banget, ditambah lagi lagi  sedikit menderita;  itu pasti berat banget ya,  dan  wajar kok kalau kamu merasa seperti itu."
1,3,0,0,3,0,"cemas sedikit, rasa takut tinggi, penderitaan tinggi","1. Fokus pada pernapasan Anda: Hirup dalam-dalam, tahan sebentar, dan hembuskan perlahan. Ulangi beberapa kali.  Ini membantu menenangkan sistem saraf Anda.

2.  Cari satu hal yang Anda bisa kendalikan saat ini, sekecil apapun itu (misalnya, minum air, mendengarkan musik yang menenangkan).  Fokus pada hal tersebut.

3.  Hubungi seseorang yang Anda percayai atau profesional kesehatan mental. Anda tidak perlu menghadapi ini sendirian.","Duh, kayaknya kamu lagi merasa cemas, takut banget, dan lagi susah banget ya?  Aku ngerti banget kalau lagi kayak gini rasanya berat sekali."
2,1,0,0,1,0,"cemas lumayan, rasa takut sedikit, penderitaan sedikit","1.  Coba teknik pernapasan dalam: hirup dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Alihkan perhatian Anda ke sesuatu yang menenangkan, seperti mendengarkan musik yang menenangkan atau menikmati secangkir teh hangat.

3.  Ingatkan diri Anda bahwa perasaan ini sementara dan akan berlalu. Anda kuat dan mampu menghadapinya.","Keadaanmu yang cemas, sedikit takut, dan sedikit menderita itu wajar kok,  aku mengerti ini pasti nggak mudah."
2,1,0,0,2,0,"cemas lumayan, rasa takut sedikit, penderitaan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percaya untuk berbagi perasaan Anda atau cari dukungan profesional jika dibutuhkan.","Yah, kamu lagi merasa cemas dan sedikit takut, ditambah lagi beban yang lumayan berat ya?  Aku ngerti banget kalau lagi kayak gini rasanya sulit banget."
2,1,0,0,3,0,"cemas lumayan, rasa takut sedikit, penderitaan tinggi","1.  Lakukan teknik pernapasan dalam: Tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali hingga merasa lebih tenang.

2.  Fokus pada hal-hal yang Anda bisa kendalikan saat ini:  Misalnya, apa yang bisa Anda lakukan *sekarang* untuk membuat diri Anda lebih nyaman, seperti minum air putih atau mendengarkan musik yang menenangkan.

3.  Hubungi seseorang yang Anda percayai: Berbicara tentang perasaan Anda dapat membantu meringankan beban.  Jika tidak ada yang bisa dihubungi, coba cari dukungan online atau layanan darurat kesehatan mental.","Duh, kayaknya kamu lagi banyak beban banget ya,  merasakan cemas dan sedikit takut,  aku ngerti banget kalau itu bikin  sangat menderita."
2,2,0,0,1,0,"cemas lumayan, rasa takut lumayan, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda syukuri saat ini, sekecil apapun itu.  Ini membantu mengalihkan fokus dari kecemasan.

3. Lakukan aktivitas yang menenangkan bagi Anda, seperti mendengarkan musik, membaca buku, atau mandi air hangat.","Aku dengar kamu lagi merasa cemas dan takut,  wajar kok kalau merasa sedikit terbebani,  aku ada untukmu kok."
2,2,0,0,2,0,"cemas lumayan, rasa takut lumayan, penderitaan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau aktivitas yang sedang Anda lakukan.

3. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Duh, kayaknya kamu lagi ngerasain cemas, takut, dan sedih ya?  Wajar kok merasa begitu, aku ngerti banget kalau lagi menghadapi situasi yang berat seperti ini."
2,2,0,0,3,0,"cemas lumayan, rasa takut lumayan, penderitaan tinggi","1. Fokus pada napas Anda: Hirup dalam-dalam, tahan sebentar, dan hembuskan perlahan. Ulangi beberapa kali.  Ini membantu menenangkan sistem saraf Anda.

2. Lakukan aktivitas yang menenangkan: Dengarkan musik yang menenangkan, mandi air hangat, atau membaca buku favorit Anda.  Pilih sesuatu yang membuat Anda merasa nyaman.

3. Hubungi seseorang yang Anda percayai: Berbagi perasaan Anda dapat meringankan beban.  Jangan ragu untuk meminta dukungan.","Duh, kamu lagi merasa cemas dan takut banget, ditambah lagi beban penderitaan yang berat ya?  Aku mengerti banget kalau sedang seperti ini rasanya sungguh melelahkan."
2,3,0,0,1,0,"cemas lumayan, rasa takut tinggi, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini, seperti pernapasan Anda atau aktivitas sederhana seperti minum air.

3.  Cari aktivitas yang menenangkan bagi Anda, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Aku ngerti banget kamu lagi merasa cemas dan takut banget sekarang,  wajar kok kalau merasa begitu dalam situasi seperti ini."
2,3,0,0,2,0,"cemas lumayan, rasa takut tinggi, penderitaan lumayan","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau apa yang Anda lihat di sekitar Anda.

3.  Cari aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Duh, kamu lagi merasa cemas, takut banget, dan sedikit terbebani ya?  Aku ngerti banget kalau situasi kayak gini pasti berat banget."
2,3,0,0,3,0,"cemas lumayan, rasa takut tinggi, penderitaan tinggi","1. Fokus pada pernapasan Anda: Hirup napas dalam-dalam, tahan sebentar, dan hembuskan perlahan. Ulangi beberapa kali.  Ini membantu menenangkan sistem saraf Anda.

2. Cari lingkungan yang tenang dan nyaman:  Jauhi pemicu kecemasan jika memungkinkan.  Cari tempat yang aman dan tenang untuk menenangkan diri, mungkin dengan mendengarkan musik yang menenangkan.

3. Hubungi seseorang yang Anda percaya: Berbagi perasaan Anda dapat membantu meringankan beban. Bicarakan dengan teman, keluarga, atau profesional kesehatan mental.","Duh, kamu kayaknya lagi ngerasain cemas, takut, dan sedih banget ya?  Aku ngerti banget kalau lagi kayak gini rasanya berat sekali."
